online_order,book_table,rate,votes,approx_cost_for_two_people,restaurant_type,location,has_phone
1,1,4.1,880,1200.0,Delivery,Old Airport Road,1
1,0,3.1,8,500.0,Dine-out,Sarjapur Road,1
1,1,3.9,406,1500.0,Delivery,Sarjapur Road,1
1,0,3.4,6,600.0,Cafes,Kalyan Nagar,1
1,0,3.8,20,200.0,Desserts,Marathahalli,1
1,0,4.2,177,600.0,Delivery,Koramangala 6th Block,1
0,0,3.2,13,200.0,Dine-out,Koramangala 7th Block,1
0,0,2.9,46,550.0,Delivery,Residency Road,1
0,0,4.0,134,600.0,Dine-out,Old Airport Road,0
0,0,3.9,22,200.0,Cafes,HSR,1
1,0,3.2,6,300.0,Dine-out,Indiranagar,1
0,1,4.5,5262,2500.0,Drinks & nightlife,Brigade Road,1
1,0,3.7,46,1000.0,Delivery,MG Road,1
0,0,3.5,43,400.0,Delivery,Koramangala 7th Block,1
1,0,3.9,33,300.0,Delivery,Banashankari,1
1,0,4.0,787,650.0,Dine-out,Brigade Road,1
0,1,4.2,240,1500.0,Dine-out,Brigade Road,1
0,0,4.1,171,2500.0,Dine-out,MG Road,1
1,0,3.1,6,200.0,Delivery,Koramangala 6th Block,1
1,0,3.9,97,500.0,Delivery,Koramangala 6th Block,1
1,0,3.6,11,500.0,Delivery,Koramangala 6th Block,1
0,0,3.0,0,300.0,Delivery,New BEL Road,1
1,0,2.5,109,800.0,Delivery,BTM,1
0,1,4.1,552,1100.0,Pubs and bars,Church Street,1
1,0,3.9,45,300.0,Delivery,Koramangala 5th Block,1
1,0,4.0,55,1500.0,Dine-out,Lavelle Road,1
0,0,1.0,0,200.0,Delivery,Marathahalli,1
1,1,4.2,854,1400.0,Delivery,Frazer Town,1
1,0,3.9,54,400.0,Dine-out,Jayanagar,1
0,0,3.4,6,700.0,Drinks & nightlife,Frazer Town,1
0,0,3.2,7,300.0,Desserts,Lavelle Road,1
0,0,4.0,0,150.0,Desserts,Brigade Road,1
0,0,3.2,7,200.0,Delivery,Koramangala 4th Block,1
1,0,3.0,213,400.0,Dine-out,Banashankari,1
0,0,3.1,6,450.0,Delivery,Indiranagar,0
1,0,3.7,32,450.0,Delivery,Koramangala 4th Block,1
1,0,3.6,24,500.0,Delivery,HSR,0
1,0,3.8,16,300.0,Delivery,Marathahalli,1
0,0,3.6,13,200.0,Delivery,Bannerghatta Road,1
0,0,4.5,0,200.0,Dine-out,Whitefield,1
1,0,3.4,13,400.0,Delivery,Basavanagudi,1
1,0,3.7,17,400.0,Delivery,Banashankari,1
0,1,4.1,1330,2100.0,Dine-out,Church Street,1
0,0,4.0,93,800.0,Delivery,Bannerghatta Road,1
0,0,3.7,0,450.0,Delivery,Church Street,1
0,0,3.0,10,500.0,Delivery,Indiranagar,1
0,0,3.7,0,950.0,Dine-out,Brookefield,1
1,0,2.6,156,700.0,Dine-out,Sarjapur Road,1
0,0,3.2,6,300.0,Delivery,Church Street,1
1,0,1.0,0,300.0,Desserts,Indiranagar,1
0,0,3.2,9,350.0,Dine-out,MG Road,0
0,0,5.0,0,450.0,Dine-out,Kalyan Nagar,1
1,0,2.9,126,300.0,Delivery,Bannerghatta Road,1
1,0,2.7,48,650.0,Delivery,Bannerghatta Road,1
1,0,3.4,4,400.0,Delivery,Residency Road,1
1,1,3.9,58,450.0,Cafes,Old Airport Road,1
1,1,4.2,295,800.0,Dine-out,Koramangala 7th Block,1
0,0,3.8,210,700.0,Dine-out,Indiranagar,1
1,0,2.8,67,300.0,Cafes,Marathahalli,1
0,0,3.7,0,600.0,Cafes,New BEL Road,1
1,0,3.7,19,800.0,Delivery,JP Nagar,1
1,0,5.0,0,250.0,Delivery,Rajajinagar,1
0,0,3.2,4,600.0,Dine-out,Koramangala 5th Block,1
1,0,3.7,11,400.0,Delivery,JP Nagar,1
0,0,3.8,149,150.0,Delivery,Jayanagar,1
0,0,3.5,0,300.0,Delivery,Residency Road,1
1,0,3.6,20,300.0,Delivery,Bellandur,1
1,0,3.3,94,200.0,Delivery,Jayanagar,1
1,1,3.9,764,1500.0,Dine-out,Kammanahalli,1
1,0,4.1,56,500.0,Delivery,Koramangala 7th Block,1
1,0,3.3,12,500.0,Dine-out,Koramangala 5th Block,1
0,0,3.7,0,250.0,Delivery,Koramangala 6th Block,1
1,0,3.4,6,500.0,Dine-out,Koramangala 4th Block,1
1,0,3.7,207,300.0,Dine-out,Bannerghatta Road,1
1,1,4.1,612,1500.0,Drinks & nightlife,Bannerghatta Road,1
0,0,3.8,500,450.0,Delivery,Jayanagar,0
0,0,3.7,228,2100.0,Dine-out,Whitefield,1
0,0,3.1,12,200.0,Delivery,Koramangala 6th Block,1
1,0,3.8,79,200.0,Delivery,New BEL Road,1
1,0,3.9,113,600.0,Dine-out,HSR,1
0,1,3.7,0,500.0,Dine-out,Marathahalli,1
1,0,3.2,18,100.0,Delivery,Old Airport Road,1
1,0,3.7,28,400.0,Dine-out,Koramangala 7th Block,1
0,0,3.3,33,300.0,Delivery,Lavelle Road,1
0,0,1.0,0,400.0,Dine-out,Koramangala 6th Block,1
0,0,4.0,79,800.0,Desserts,Indiranagar,1
1,1,4.4,1184,1200.0,Buffet,Marathahalli,1
1,0,3.9,121,400.0,Delivery,Koramangala 6th Block,1
1,0,3.7,43,500.0,Dine-out,JP Nagar,1
1,0,4.2,504,550.0,Cafes,Basavanagudi,1
0,0,3.2,9,250.0,Delivery,Koramangala 5th Block,1
1,0,4.1,327,150.0,Delivery,Rajajinagar,1
0,0,3.0,32,1000.0,Dine-out,Whitefield,1
1,0,4.0,174,350.0,Delivery,Marathahalli,1
0,0,3.7,0,550.0,Delivery,Indiranagar,1
0,0,3.7,0,450.0,Delivery,Koramangala 6th Block,1
1,1,4.5,1250,1700.0,Delivery,MG Road,1
0,0,3.4,7,150.0,Desserts,Rajajinagar,1
1,0,3.5,316,700.0,Dine-out,Kammanahalli,1
1,0,3.2,75,900.0,Delivery,Electronic City,1
1,0,3.6,54,600.0,Dine-out,Frazer Town,1
1,1,3.8,91,1800.0,Buffet,Frazer Town,1
1,0,4.1,251,800.0,Dine-out,Sarjapur Road,1
0,0,3.8,70,300.0,Delivery,Koramangala 6th Block,1
0,1,4.1,609,2800.0,Drinks & nightlife,Indiranagar,1
0,1,3.9,433,2400.0,Drinks & nightlife,Old Airport Road,1
1,0,4.1,415,700.0,Dine-out,Kammanahalli,1
1,0,3.5,40,350.0,Delivery,Jayanagar,1
1,0,3.6,94,300.0,Delivery,Brookefield,1
1,0,3.8,84,250.0,Delivery,Marathahalli,1
1,1,4.2,1137,800.0,Dine-out,Electronic City,1
1,0,4.5,344,300.0,Delivery,Koramangala 5th Block,1
0,0,2.6,283,600.0,Dine-out,Banashankari,1
1,0,3.7,42,450.0,Delivery,Bannerghatta Road,1
1,0,4.0,139,200.0,Delivery,Koramangala 5th Block,1
1,0,3.8,40,600.0,Delivery,Koramangala 6th Block,1
1,0,2.8,67,300.0,Delivery,Brookefield,1
0,0,3.1,24,150.0,Dine-out,MG Road,1
0,1,4.2,505,2000.0,Dine-out,Bellandur,1
1,0,3.6,82,400.0,Delivery,HSR,1
0,0,3.8,68,500.0,Delivery,Kammanahalli,1
1,0,3.7,110,400.0,Dine-out,Electronic City,1
0,1,4.3,416,1800.0,Delivery,Kammanahalli,1
1,0,3.8,182,600.0,Delivery,JP Nagar,1
0,0,3.3,10,600.0,Delivery,Koramangala 6th Block,1
0,1,4.3,2245,1100.0,Buffet,Koramangala 4th Block,1
1,0,3.4,24,500.0,Dine-out,Koramangala 6th Block,1
1,0,3.8,236,750.0,Delivery,Brigade Road,1
0,0,3.8,149,250.0,Dine-out,Frazer Town,1
1,1,4.3,2572,1200.0,Dine-out,Koramangala 5th Block,1
1,0,4.1,93,700.0,Delivery,HSR,1
0,0,3.5,20,550.0,Dine-out,Whitefield,1
1,0,4.3,340,800.0,Dine-out,Koramangala 4th Block,1
0,0,3.9,73,1800.0,Drinks & nightlife,Indiranagar,1
1,0,3.7,23,500.0,Delivery,Brookefield,1
1,0,3.9,20,200.0,Delivery,Bannerghatta Road,1
1,0,3.9,100,600.0,Delivery,Bannerghatta Road,1
1,0,3.6,15,250.0,Delivery,JP Nagar,1
0,0,3.0,11,700.0,Dine-out,Lavelle Road,1
0,0,3.8,38,900.0,Buffet,Koramangala 5th Block,1
0,0,3.1,6,100.0,Delivery,Banashankari,1
0,0,3.9,122,500.0,Delivery,Church Street,1
0,0,4.0,47,750.0,Cafes,Frazer Town,1
0,0,3.5,17,400.0,Dine-out,Kammanahalli,1
0,0,3.4,5,300.0,Dine-out,JP Nagar,0
1,1,3.9,561,900.0,Delivery,Bannerghatta Road,1
0,0,4.0,0,300.0,Delivery,Lavelle Road,1
1,0,4.1,1153,500.0,Delivery,Koramangala 6th Block,1
1,0,4.0,728,800.0,Dine-out,Marathahalli,1
1,0,4.0,187,400.0,Delivery,Jayanagar,1
1,0,3.8,242,650.0,Delivery,Basavanagudi,1
1,1,4.4,2182,1400.0,Pubs and bars,Bellandur,1
0,0,3.6,40,400.0,Desserts,Bannerghatta Road,0
1,0,4.2,258,700.0,Delivery,Bellandur,1
0,0,3.7,38,350.0,Dine-out,Basavanagudi,1
1,0,3.7,46,450.0,Delivery,Bannerghatta Road,1
0,1,3.6,1111,1400.0,Drinks & nightlife,Indiranagar,1
0,0,3.3,6,350.0,Delivery,Marathahalli,1
1,0,3.1,21,250.0,Dine-out,Jayanagar,1
1,1,4.2,1028,1100.0,Delivery,Bannerghatta Road,1
1,0,3.5,13,700.0,Delivery,JP Nagar,1
1,0,3.2,35,350.0,Dine-out,Frazer Town,1
0,1,4.1,309,4100.0,Buffet,Lavelle Road,1
1,1,4.4,1420,1100.0,Dine-out,Indiranagar,1
1,0,4.3,221,300.0,Dine-out,Koramangala 4th Block,1
1,0,3.6,142,750.0,Delivery,Koramangala 7th Block,1
1,0,3.7,185,400.0,Delivery,Koramangala 5th Block,1
0,0,2.7,23,300.0,Dine-out,Electronic City,1
1,0,3.8,273,900.0,Delivery,Koramangala 6th Block,1
1,0,4.3,279,450.0,Delivery,Koramangala 4th Block,1
0,1,4.1,564,1000.0,Pubs and bars,Whitefield,1
1,0,2.7,73,600.0,Delivery,Koramangala 6th Block,1
1,0,4.6,3823,1200.0,Pubs and bars,Old Airport Road,1
1,0,3.6,57,400.0,Delivery,Koramangala 6th Block,1
0,0,3.8,15,400.0,Delivery,Marathahalli,1
1,0,3.4,309,750.0,Dine-out,Kammanahalli,1
1,1,4.6,1892,1200.0,Delivery,Koramangala 7th Block,1
1,0,3.1,7,500.0,Delivery,Brigade Road,1
1,0,3.6,14,300.0,Dine-out,HSR,1
0,0,3.3,4,400.0,Dine-out,Rajajinagar,1
1,0,3.8,35,150.0,Delivery,Marathahalli,1
1,0,2.8,109,500.0,Dine-out,Church Street,1
1,0,3.5,43,150.0,Delivery,Indiranagar,1
1,0,3.9,187,600.0,Dine-out,BTM,1
1,0,3.7,63,300.0,Delivery,Indiranagar,1
1,1,3.1,59,400.0,Dine-out,Church Street,1
1,0,3.8,93,550.0,Dine-out,HSR,1
1,0,3.9,222,800.0,Delivery,Bellandur,1
1,0,3.6,45,500.0,Delivery,Koramangala 5th Block,1
1,0,3.8,44,250.0,Delivery,Jayanagar,1
0,0,3.4,4,300.0,Dine-out,Koramangala 5th Block,1
0,0,3.9,87,300.0,Delivery,Kalyan Nagar,1
1,0,4.1,303,200.0,Dine-out,JP Nagar,0
1,0,3.3,9,300.0,Delivery,Bannerghatta Road,1
0,0,2.9,84,500.0,Dine-out,JP Nagar,1
1,0,3.8,23,200.0,Delivery,Koramangala 6th Block,1
1,0,3.3,50,300.0,Dine-out,Koramangala 7th Block,1
0,0,4.0,27,450.0,Desserts,Lavelle Road,1
1,0,3.6,22,600.0,Delivery,Koramangala 6th Block,1
1,1,3.2,426,900.0,Buffet,HSR,1
0,0,3.3,8,200.0,Dine-out,BTM,1
0,0,3.8,17,500.0,Delivery,Marathahalli,1
0,0,3.4,9,100.0,Desserts,Residency Road,1
0,0,2.9,115,800.0,Delivery,Brookefield,1
1,0,2.9,0,400.0,Delivery,BTM,1
0,1,4.3,162,800.0,Delivery,Koramangala 4th Block,1
1,0,3.7,0,200.0,Desserts,Church Street,1
1,0,4.4,359,400.0,Desserts,JP Nagar,1
1,0,3.7,35,400.0,Delivery,Sarjapur Road,1
1,0,3.2,9,300.0,Delivery,Bellandur,1
0,1,4.0,0,1500.0,Drinks & nightlife,Koramangala 5th Block,1
0,0,4.3,700,450.0,Delivery,Indiranagar,0
1,0,3.9,99,300.0,Dine-out,Bannerghatta Road,1
0,0,3.7,0,850.0,Delivery,Bellandur,1
1,0,4.0,1106,1300.0,Dine-out,Residency Road,1
0,0,3.7,11,1200.0,Dine-out,Church Street,1
1,0,2.9,19,400.0,Delivery,Kalyan Nagar,1
1,0,4.2,391,500.0,Cafes,Indiranagar,1
1,0,3.2,44,600.0,Delivery,Bellandur,1
1,0,3.7,630,400.0,Delivery,Koramangala 5th Block,1
1,1,4.1,1473,1500.0,Delivery,Indiranagar,1
0,0,4.1,116,3000.0,Dine-out,Residency Road,1
0,0,3.6,34,300.0,Dine-out,JP Nagar,1
0,1,4.3,286,1200.0,Drinks & nightlife,Church Street,1
1,0,4.0,25,400.0,Delivery,Koramangala 4th Block,1
1,0,3.6,24,300.0,Delivery,BTM,1
1,0,3.5,13,100.0,Delivery,Jayanagar,1
1,0,3.8,169,250.0,Dine-out,Lavelle Road,1
1,0,3.8,33,500.0,Delivery,New BEL Road,1
1,0,3.8,358,400.0,Dine-out,Jayanagar,1
1,0,4.1,332,800.0,Cafes,Indiranagar,1
0,1,4.4,1187,1100.0,Dine-out,Brigade Road,1
0,1,4.0,1806,1600.0,Delivery,Old Airport Road,1
1,0,2.6,473,600.0,Delivery,Koramangala 7th Block,1
0,0,4.1,131,400.0,Delivery,Indiranagar,1
1,0,4.0,232,750.0,Delivery,Basavanagudi,1
0,0,4.6,268,400.0,Desserts,Koramangala 5th Block,1
1,0,3.7,66,800.0,Delivery,Lavelle Road,1
1,0,3.8,240,200.0,Dine-out,Bellandur,1
0,0,3.6,14,250.0,Delivery,MG Road,1
1,0,3.6,11,200.0,Delivery,JP Nagar,1
0,0,3.9,346,400.0,Dine-out,Whitefield,1
1,0,3.4,6,400.0,Delivery,Kalyan Nagar,1
0,0,4.1,1697,1200.0,Delivery,Koramangala 7th Block,0
1,0,4.1,114,450.0,Delivery,Indiranagar,1
1,0,3.7,69,250.0,Dine-out,Electronic City,1
1,0,3.6,64,400.0,Delivery,Koramangala 6th Block,1
1,1,4.4,1808,1000.0,Dine-out,Koramangala 4th Block,1
0,1,4.5,308,1500.0,Dine-out,MG Road,1
1,0,3.6,91,550.0,Dine-out,Indiranagar,1
1,0,4.4,949,900.0,Cafes,Koramangala 5th Block,1
0,0,5.0,0,200.0,Delivery,Bellandur,1
1,1,4.0,189,1300.0,Delivery,Residency Road,1
0,0,3.6,36,900.0,Dine-out,Basavanagudi,1
0,0,3.2,0,200.0,Delivery,Electronic City,1
1,0,3.4,8,200.0,Desserts,HSR,1
1,0,3.9,343,500.0,Delivery,Malleshwaram,1
1,0,3.9,337,500.0,Dine-out,HSR,1
1,0,3.9,368,550.0,Delivery,HSR,1
0,0,3.8,122,450.0,Dine-out,Koramangala 7th Block,0
0,1,4.4,1244,1200.0,Drinks & nightlife,Koramangala 6th Block,1
0,0,3.8,124,300.0,Dine-out,Banashankari,1
0,0,3.7,11,1200.0,Dine-out,Lavelle Road,1
0,1,4.0,0,800.0,Dine-out,Indiranagar,1
1,0,3.9,151,400.0,Dine-out,Koramangala 5th Block,1
1,0,3.9,107,600.0,Dine-out,Church Street,1
0,1,3.6,1111,1400.0,Dine-out,Indiranagar,1
1,0,3.7,288,400.0,Delivery,Frazer Town,1
0,0,4.3,353,1200.0,Buffet,Bannerghatta Road,1
1,0,3.8,98,500.0,Delivery,Kammanahalli,1
0,1,3.9,681,1200.0,Pubs and bars,Church Street,1
1,0,3.8,32,250.0,Delivery,Marathahalli,1
0,0,3.4,9,400.0,Delivery,Brookefield,1
1,0,4.1,3238,800.0,Delivery,Indiranagar,1
1,0,3.7,64,150.0,Dine-out,Brookefield,1
0,0,3.7,0,200.0,Dine-out,Church Street,1
1,0,3.5,54,700.0,Dine-out,Indiranagar,1
1,0,3.8,122,400.0,Delivery,BTM,1
0,0,3.5,87,150.0,Dine-out,Kalyan Nagar,1
1,0,4.1,42,150.0,Delivery,Frazer Town,1
1,1,3.8,91,1800.0,Dine-out,Brigade Road,1
0,1,4.5,2713,1200.0,Drinks & nightlife,Malleshwaram,1
1,0,3.0,5,600.0,Dine-out,Marathahalli,1
0,0,3.8,54,500.0,Dine-out,Brookefield,1
0,1,3.9,1779,1300.0,Dine-out,JP Nagar,1
1,0,3.8,42,300.0,Dine-out,JP Nagar,1
1,0,3.2,5,300.0,Delivery,Koramangala 6th Block,1
0,0,3.3,62,800.0,Delivery,Banashankari,1
1,0,4.1,284,300.0,Delivery,Brookefield,1
1,0,3.8,146,600.0,Dine-out,BTM,1
1,1,3.7,1015,1300.0,Dine-out,Koramangala 6th Block,1
1,0,3.9,306,500.0,Delivery,Frazer Town,1
0,0,4.0,31,800.0,Dine-out,MG Road,1
0,0,4.0,47,250.0,Dine-out,Koramangala 6th Block,1
1,0,3.5,16,500.0,Dine-out,Whitefield,1
1,0,2.9,229,250.0,Dine-out,Indiranagar,1
1,0,3.3,16,250.0,Delivery,Marathahalli,1
0,0,3.5,5,300.0,Delivery,Indiranagar,1
1,0,3.6,14,200.0,Delivery,Bannerghatta Road,1
1,1,4.0,605,800.0,Delivery,Malleshwaram,1
1,0,4.1,204,250.0,Dine-out,Brigade Road,1
1,0,4.0,207,450.0,Delivery,Jayanagar,1
1,0,3.5,8,200.0,Delivery,Whitefield,1
1,1,4.2,354,800.0,Dine-out,Basavanagudi,1
1,1,4.3,2040,1500.0,Delivery,Frazer Town,1
1,0,3.8,133,500.0,Delivery,Whitefield,1
1,0,3.6,51,500.0,Delivery,Koramangala 7th Block,1
1,0,3.6,10,400.0,Delivery,Rajajinagar,1
1,0,3.1,223,500.0,Delivery,JP Nagar,1
1,1,4.4,815,1200.0,Drinks & nightlife,Kammanahalli,1
1,0,2.8,98,500.0,Delivery,Sarjapur Road,1
1,1,3.7,59,1200.0,Delivery,Old Airport Road,1
1,0,4.0,133,450.0,Delivery,Indiranagar,1
1,0,3.9,122,250.0,Delivery,Koramangala 4th Block,1
1,0,3.9,224,950.0,Dine-out,Church Street,1
0,1,4.2,500,2000.0,Cafes,Brookefield,0
1,0,4.0,111,700.0,Dine-out,MG Road,1
1,1,4.1,491,900.0,Delivery,Sarjapur Road,1
0,0,3.0,0,600.0,Delivery,Whitefield,1
1,0,4.2,823,1000.0,Delivery,Koramangala 5th Block,1
0,0,5.0,0,600.0,Delivery,HSR,1
0,0,4.3,698,3000.0,Dine-out,MG Road,1
1,0,4.5,2686,550.0,Desserts,Indiranagar,1
1,0,3.9,58,600.0,Desserts,Residency Road,1
0,0,3.6,34,650.0,Dine-out,Koramangala 6th Block,1
1,0,3.4,5,250.0,Cafes,Marathahalli,1
1,0,1.0,0,200.0,Delivery,Brigade Road,1
1,0,3.4,65,350.0,Dine-out,Koramangala 5th Block,1
0,0,4.1,1223,400.0,Delivery,BTM,1
1,0,3.2,47,300.0,Delivery,BTM,1
1,0,3.4,8,150.0,Dine-out,Jayanagar,1
1,0,3.3,5,200.0,Delivery,BTM,1
1,0,2.9,33,700.0,Delivery,Malleshwaram,1
0,0,2.9,539,500.0,Delivery,Indiranagar,1
1,0,3.6,64,400.0,Dine-out,Koramangala 6th Block,1
1,0,4.1,306,600.0,Dine-out,Koramangala 7th Block,1
0,0,3.5,0,100.0,Delivery,Malleshwaram,1
1,1,3.9,1937,2100.0,Buffet,Lavelle Road,1
1,0,3.1,28,250.0,Delivery,Lavelle Road,1
1,0,3.4,17,600.0,Delivery,Koramangala 6th Block,1
1,0,3.6,45,700.0,Delivery,HSR,1
1,0,3.4,262,450.0,Delivery,Bellandur,1
0,0,5.0,0,600.0,Desserts,Koramangala 6th Block,1
1,0,4.3,83,650.0,Delivery,Koramangala 6th Block,1
0,0,4.3,411,1200.0,Dine-out,Koramangala 4th Block,1
1,0,4.0,69,750.0,Delivery,Indiranagar,1
0,0,3.4,6,250.0,Dine-out,Basavanagudi,1
1,0,3.8,266,850.0,Dine-out,Residency Road,1
1,0,3.5,23,300.0,Dine-out,JP Nagar,1
0,0,4.5,3573,900.0,Delivery,Church Street,1
0,0,3.2,4,1000.0,Drinks & nightlife,Lavelle Road,1
1,1,4.3,1252,800.0,Delivery,Basavanagudi,1
1,0,4.3,127,300.0,Delivery,Indiranagar,1
1,0,3.7,0,300.0,Cafes,Kammanahalli,1
0,0,3.2,4,150.0,Dine-out,Brookefield,1
1,0,4.0,153,350.0,Desserts,BTM,1
1,0,3.2,5,500.0,Delivery,BTM,1
1,0,4.1,205,250.0,Dine-out,Koramangala 6th Block,1
0,0,3.0,16,150.0,Dine-out,Brigade Road,1
1,1,3.6,104,800.0,Dine-out,Kalyan Nagar,1
0,1,4.1,2317,950.0,Dine-out,Jayanagar,1
0,0,3.9,625,600.0,Delivery,Jayanagar,1
0,0,4.1,324,700.0,Desserts,BTM,0
0,0,5.0,0,400.0,Delivery,Brigade Road,1
0,1,4.4,326,1200.0,Delivery,Koramangala 5th Block,1
1,0,3.2,94,350.0,Delivery,JP Nagar,1
1,0,3.7,0,150.0,Delivery,Banashankari,1
0,0,2.7,23,300.0,Delivery,Electronic City,1
1,0,3.7,82,600.0,Dine-out,Kammanahalli,1
1,0,3.4,8,350.0,Dine-out,Koramangala 5th Block,1
1,0,3.7,0,150.0,Delivery,HSR,1
1,0,4.0,403,450.0,Delivery,Koramangala 6th Block,1
0,0,2.4,221,550.0,Dine-out,Koramangala 7th Block,1
0,0,3.6,135,600.0,Dine-out,Jayanagar,1
0,0,3.2,4,600.0,Delivery,MG Road,1
1,0,3.1,29,550.0,Delivery,HSR,1
1,0,3.2,34,550.0,Delivery,Residency Road,1
0,0,4.0,98,400.0,Desserts,Basavanagudi,1
0,0,4.1,2731,1300.0,Delivery,Koramangala 4th Block,1
1,0,3.6,18,200.0,Delivery,Frazer Town,1
1,0,3.8,263,700.0,Delivery,Indiranagar,1
1,0,3.7,198,650.0,Dine-out,Marathahalli,1
0,0,3.8,65,550.0,Dine-out,Koramangala 6th Block,1
1,0,3.7,0,500.0,Desserts,Koramangala 5th Block,1
1,0,4.2,1063,800.0,Dine-out,Koramangala 4th Block,1
0,0,3.4,6,250.0,Delivery,Koramangala 5th Block,1
0,0,3.2,4,200.0,Dine-out,Church Street,1
1,0,3.4,6,500.0,Delivery,Koramangala 4th Block,1
0,0,3.7,22,200.0,Dine-out,Rajajinagar,1
1,0,3.4,13,400.0,Dine-out,JP Nagar,1
0,1,4.3,688,2500.0,Dine-out,Lavelle Road,1
1,0,3.1,95,500.0,Delivery,Marathahalli,1
1,0,4.4,633,400.0,Delivery,Brigade Road,1
0,0,3.4,7,200.0,Desserts,Whitefield,1
1,1,3.2,60,400.0,Delivery,MG Road,1
1,0,3.9,97,350.0,Delivery,Kammanahalli,1
0,0,3.3,14,200.0,Dine-out,New BEL Road,1
1,0,3.5,323,500.0,Delivery,HSR,1
1,0,4.0,741,750.0,Delivery,Marathahalli,1
1,0,4.7,0,200.0,Delivery,Koramangala 6th Block,1
1,1,4.4,4099,1400.0,Pubs and bars,Bellandur,1
1,0,3.6,207,500.0,Dine-out,Koramangala 4th Block,1
1,0,2.9,89,350.0,Delivery,HSR,1
1,0,3.7,18,400.0,Desserts,BTM,1
0,0,3.7,0,100.0,Dine-out,Sarjapur Road,1
1,0,3.8,341,400.0,Dine-out,Koramangala 4th Block,1
0,0,3.7,31,300.0,Delivery,Kalyan Nagar,1
1,0,2.9,24,400.0,Desserts,Bellandur,1
0,1,4.2,477,3000.0,Dine-out,Lavelle Road,1
1,1,4.0,537,1500.0,Pubs and bars,Electronic City,1
0,0,3.7,0,600.0,Delivery,Jayanagar,1
0,0,3.0,44,300.0,Delivery,Malleshwaram,1
0,0,4.5,3838,800.0,Cafes,Koramangala 4th Block,1
1,0,4.2,1063,800.0,Cafes,Koramangala 5th Block,1
1,0,2.8,302,500.0,Dine-out,Lavelle Road,1
1,0,4.1,130,650.0,Cafes,JP Nagar,1
1,1,4.4,3004,1300.0,Delivery,Marathahalli,1
0,0,4.0,209,500.0,Delivery,Church Street,1
0,0,3.7,0,150.0,Delivery,JP Nagar,1
1,0,4.1,441,750.0,Delivery,Koramangala 4th Block,1
0,0,4.2,164,750.0,Delivery,Church Street,1
0,0,4.0,1209,650.0,Cafes,Koramangala 6th Block,0
1,0,3.0,9,400.0,Delivery,JP Nagar,1
0,0,4.4,177,600.0,Dine-out,Koramangala 6th Block,1
1,0,3.8,303,300.0,Dine-out,Electronic City,1
1,0,4.3,911,2000.0,Dine-out,Residency Road,1
0,0,5.0,0,100.0,Desserts,Indiranagar,1
0,0,2.8,0,400.0,Delivery,Rajajinagar,1
0,0,4.0,917,800.0,Delivery,HSR,1
1,0,4.1,488,700.0,Cafes,Residency Road,1
1,0,3.8,256,800.0,Delivery,JP Nagar,1
1,0,4.1,992,600.0,Dine-out,Koramangala 7th Block,1
1,0,3.8,77,450.0,Dine-out,Kammanahalli,1
1,0,3.8,208,400.0,Delivery,Lavelle Road,1
0,0,4.6,922,150.0,Desserts,Indiranagar,1
1,0,3.6,90,500.0,Delivery,Koramangala 5th Block,1
0,0,3.8,34,700.0,Cafes,Brigade Road,0
1,0,4.5,1193,500.0,Delivery,Koramangala 6th Block,0
1,0,3.9,109,500.0,Dine-out,Jayanagar,1
0,1,4.1,771,800.0,Pubs and bars,BTM,1
1,0,4.0,220,300.0,Delivery,Electronic City,1
1,0,1.0,0,200.0,Desserts,Kammanahalli,1
1,1,4.2,237,600.0,Delivery,Bannerghatta Road,1
1,0,3.1,8,300.0,Dine-out,Koramangala 6th Block,1
0,1,3.8,110,1400.0,Pubs and bars,MG Road,1
1,0,3.3,37,350.0,Dine-out,Residency Road,1
0,0,4.0,40,300.0,Delivery,Koramangala 6th Block,1
0,0,4.0,40,300.0,Desserts,Koramangala 4th Block,1
0,0,3.2,6,150.0,Dine-out,Kammanahalli,1
1,0,3.5,43,150.0,Delivery,Brigade Road,1
0,0,3.0,18,600.0,Delivery,Marathahalli,1
1,1,3.9,224,800.0,Buffet,HSR,1
0,0,3.7,32,500.0,Delivery,Church Street,1
1,0,3.0,291,550.0,Dine-out,Electronic City,1
0,0,4.0,126,300.0,Dine-out,Koramangala 6th Block,1
1,0,3.9,38,400.0,Delivery,BTM,1
0,0,3.1,17,400.0,Dine-out,Jayanagar,1
0,0,3.1,117,200.0,Delivery,Koramangala 5th Block,1
1,0,3.6,60,400.0,Dine-out,BTM,1
0,1,4.3,766,2500.0,Buffet,Sarjapur Road,1
1,0,3.5,8,300.0,Delivery,Whitefield,1
0,0,3.1,11,800.0,Delivery,Marathahalli,1
0,1,4.5,409,1200.0,Dine-out,Malleshwaram,1
0,0,3.2,97,1000.0,Drinks & nightlife,Rajajinagar,1
0,0,2.0,259,800.0,Dine-out,Marathahalli,1
0,0,3.5,15,250.0,Cafes,BTM,1
1,0,3.9,375,400.0,Delivery,Kammanahalli,1
0,0,3.7,294,1000.0,Pubs and bars,Church Street,1
1,1,4.0,2856,1100.0,Pubs and bars,Whitefield,1
1,0,3.9,89,200.0,Delivery,Indiranagar,1
0,0,4.0,0,300.0,Dine-out,Koramangala 7th Block,1
0,0,3.7,0,150.0,Delivery,HSR,1
1,0,3.8,149,800.0,Dine-out,Old Airport Road,1
